"2012-09-01", "Olsten Staffing Services", "Staffing Consultant", "Public Company; 51-200 employees; Staffing and Recruiting industry", "coreychristianson", "2007-09-01", "j", "•Interviewed, hired, and placed contingent staff specializing in manufacturing and logistics positions •Identifies qualified temporary employees through client-specific interviewing and screening activities to create an inventory sufficient to meet current & future client demand •Served as a “near-site” manager for national account recruiting and managing >80 contingent staff employees for an automotive client •Decreased worker’s compensation cases 7% in 2012 through the implementation of an Olsten sponsored safety program •Served as onsite supervisor for a Fortune 500 client servicing 5 of their manufacturing sites for positions ranging from entry level warehouse staff to managerial personnel •Engaged with local government career centers and colleges to expand professional networks •Participated as a guest speaker for career center workshops and training classes Olsten Office Locations: Lafayette, IN January 2012 – August 2012 Mansfield, MA March 2009 – June 2011 North Dartmouth, MA September 2007 – March 2009",
"2007-09-01", "IDEX Corporation", "HR Assistant", "Public Company; 5001-10,000 employees; IEX; Machinery industry", "coreychristianson", "2006-09-01", "j", "Recruiting",
"2007-08-01", "IDEX Corporation", "CNC Machinist", "Public Company; 5001-10,000 employees; IEX; Machinery industry", "coreychristianson", "2002-06-01", "j", "I am experienced with the programming, set up, and operation of various CNC machines utilizing Fanuc and Yasnac control panels. I have worked with G and M code programming and I possess an introductory certificate in CamWorks software. I am fluent in the set up procedures for Matsuura VF-800 vertical milling machines and Matsuura ES-450 horizontal milling machines.",
"2014-01-26", "Glassdoor.com", "Web Architect", "Privately Held; 51-200 employees; Internet industry", "coyote", "2007-09-01", "j", "As the fourth employee at Glassdoor, I designed, implemented, and continued to improve the front-end architecture and client-side code for our employment community site. The glassdoor.com site is highly dynamic and implemented using JavaScript, jQuery, Ajax, HTML5 and CSS3. Developed Glassdoor's mobile web site from the ground up using principles of responsive design. Used Closure Compiler, Sass, & Compass to help keep the site code clean, maintainable, and responsive.",
"2014-01-26", "lenscraft", "Artist", "Self-Employed; Myself Only; Photography industry", "coyote", "1981", "j", "In my alternate life as a photographer, I'm constantly aware of my surroundings, always looking for beautiful compositions waiting to be captured. Much of my photography is abstract, though I've been starting to photograph people lately.",
"2009-12-01", "GlassDoor.com", "Senior Software Engineer", "Privately Held; 51-200 employees; Internet industry", "coyote", "2007-09-01", "j", "Developing an exciting new web-based service using the latest Java technologies. I can't say what we're doing yet, but check us out at http://glassdoor.com/",
"2006", "BigTribe Corporation", "Senior Software Engineer", "Privately Held; 11-50 employees; Computer Software industry", "coyote", "2002", "j", "Architected and developed web applications using JavaServer Pages (JSP), JDBC & SQL (MySql). Developed a mobile phone application & GUI scripting platform using J2ME. As part of my duties for BigTribe, I spent approximately one year working on optimizing the web site code for Overstock.com (OSTK). (The site was written using C++ & Oracle ProC.)",
"2000", "Macromedia, Inc.", "Senior Software Engineer", "Public Company; 10,001+ employees; ADBE; Computer Software industry", "coyote", "1999", "j", "Manager and technical lead of a team developing web-based reports using JSPs and Servlets.",
"1999", "Andromedia Inc.", "Senior Principal Software Engineer", "", "coyote", "1998", "j", "Manager and technical lead of a team developing web-based reports using JSPs and Servlets. (Andromedia was purchased by Macromedia.)",
"1998", "LikeMinds Inc.", "Senior Engineer & Designer", "", "coyote", "1997", "j", "Architect and lead developer for a large graphical chat system in Java for NTT & Sanrio. This application was localized to Japanese, and included both a client applet (with cute graphical avatars) and a multi-threaded server. (LikeMinds merged with Andromedia.)",
"1997", "Chaco Communications", "Senior Software Engineer / Founder", "", "coyote", "1994", "j", "Worked with a small team designing and implementing a graphical front-end for text-based adventure games (MUDs) using HTML. The Pueblo client was made open source and is still being used. (Chaco became LikeMinds.)",
"1994", "Novell, Inc.", "Team Leader", "Privately Held; 1001-5000 employees; NOVL; Information Technology and Services industry", "coyote", "1993", "j", "Continued work on the Software Transformation portability platform.",
"1993", "Software Transformation Inc.", "Team Leader", "", "coyote", "1989", "j", "Worked in a small elite team developing an API that generalized the differences in the three GUIs (Mac, Windows, and the Unix X Window System), allowing users to develop applications that could run across all three systems with a simple recompile. (Software Transformation was aquired by Novell.)",
"", "University of Massachusetts, Amherst", "B.S.", "Computer Science", "coyote", "", "e", "",
"", "Universidade Federal do Rio Grande do Sul", "Bachelor's degree", "Sociology", "cristianetechidowu", "", "e", "",
"", "Pontifícia Universidade Católica do Rio Grande do Sul", "Specialization", "Sociology", "cristianetechidowu", "", "e", "",
"2014-01-26", "AlumTalks", "CEO", "Privately Held; 11-50 employees; Staffing and Recruiting industry", "csgupta", "2011-07-01", "j", "I created AlumTalks.com to make university alumni networks more accessible to their members (including students and alums). AlumTalks is a free professional networking tool that introduces members to each other via e-mail if they have complimentary career interests. We charge recruiters to communicate with and track candidates or talent leads.",
"2014-01-26", "Ajax Workforce Marketing", "Social Media Consultant", "Privately Held; 1-10 employees; Marketing and Advertising industry", "csgupta", "2012-10-01", "j", "http://www.ajaxworkforcemarketing.com/ I specialize as a LinkedIn Consultant and I've trained over 1,000 individuals on how to use LinkedIn professionally.",
"2014-01-26", "Chirag Gupta", "Drummer", "", "csgupta", "2009-01-01", "j", "October 28, 2011 - November 6, 2011 | Mussetter-Struble Theater (A Year with Frog and Toad) Musical Director: Carrie Seavoy Band: Katie Wiley, Aaron Messing, Vincent Carmuglia, Michael Abbey April 1, 2011 - April 30, 2011 | Northwestern University McCormick Auditorium (Steam Heat) Directed by Danielle Kipnis Band: Eric Seligman (guitar), Andrew Henley (bass), Katherine Hedlund (piano), Chirag Gupta (drums) February 1, 2011 - February 28, 2011 | Northwestern University Louis Theater (Thank You Everything) Director: Diana Raiselis August 1, 2010 - October 30, 2010 | Provision Theater (Godspell) Lead Musician: Rokko Jans (www.alaricjans.com) Director: Tim Gregory Writer/Composer: Stephen Schwartz, John-Michael Tebelak",
"2012-06-01", "Northwestern University", "University Career Services - Outreach Coordinator", "Educational Institution; 5001-10,000 employees; Higher Education industry", "csgupta", "2011-09-01", "j", "Coordinate and plan career development workshops for all university clubs and organizations. Training for new student employees.",
"2011-08-01", "Draftfcb", "Media Planning Intern", "Public Company; 5001-10,000 employees; ipg; Marketing and Advertising industry", "csgupta", "2011-06-01", "j", "Interactive Media Planning - Search -Google AdWords -Microsoft AdCenter -Marin Software",
"2011-06-01", "Northwestern University", "University Career Services - Career Ambassador", "Educational Institution; 5001-10,000 employees; Higher Education industry", "csgupta", "2010-08-01", "j", "Student career consultant; One-on-one advising sessions with Northwestern undergraduate and graduate students; Resumes/CVs, cover letters, networking, job/internship search/proposal, interviewing, onboarding, performance evaluations, leveraging offers, salary negotiation, and social media.",
"2011-03-01", "Northwestern University", "ASB Site Leader - Philadelphia", "Educational Institution; 5001-10,000 employees; Higher Education industry", "csgupta", "2011-02-01", "j", "Site Leader for Alternative Student Breaks",
"2010-08-01", "Digitas", "Strategy & Analysis Intern", "Public Company; 1001-5000 employees; FR0000130577; Marketing and Advertising industry", "csgupta", "2010-06-01", "j", "Strategy & Analysis -content strategy -social listening (Radian6) -sentiment analysis",
"2010-06-01", "Northwestern University", "University Career Services - Career Peer", "Educational Institution; 5001-10,000 employees; Higher Education industry", "csgupta", "2009-09-01", "j", "Student career consultant; One-on-one advising sessions with Northwestern undergraduate and graduate students; Resumes/CVs, cover letters, networking, job/internship search/proposal, interviewing, onboarding, performance evaluations, leveraging offers, salary negotiation, and social media.",
"2009-09-01", "Aidmatrix", "Intern", "Nonprofit; 11-50 employees; Nonprofit Organization Management industry", "csgupta", "2009-06-01", "j", "Marketing, Software Testing, Client Training",
"2008", "Strategic Financial Planning", "Intern", "", "csgupta", "2008", "j", "Basic Msft Excel financial functions, financial psychology, shadowing client calls, exposure to portfolio management tools",
"2008-07-01", "State Farm Insurance", "Intern", "Privately Held; 10,001+ employees; Insurance industry", "csgupta", "2008-06-01", "j", "Cold Calling, Sales",
"", "Northwestern University", "Industrial Engineering & Management Science", "Integrated Marketing & Communications", "csgupta", "", "e", "",
"", "Brown University", "Summer Program", "Physics", "csgupta", "", "e", "",
"", "University of Pennsylvania", "Summer Program", "Nanotechnology", "csgupta", "", "e", "",
"", "Baylor University", "Summer Program", "Mechanical Engineering", "csgupta", "", "e", "",
"2014-01-26", "Cyber 1 Marketing LLC", "Founder", "", "cyber1marketing", "2008-07-01", "j", "We specialize in affiliate advertising and internet marketing. Through website design, social media marketing and search engine optimization we expose products and information to thousands of people across the globe. We provide advertisers a platform to broadcast their product/brand. If you are interested in advertising on any of our managed websites please email erick@cyber1marketing.com Here is a list of our current websites available for advertising: 1) The iPhone Addict: iPhone and iPad News,Reviews and Accessories http://www.theiphoneaddict.com 2) Dirty South Archery: The #1 Southern Bowhunting News and Accessory Review Source http://www.dirtysoutharchery.com 3) Paid By The Web: Teaches how to get start and succeed with an online business http://www.paidbytheweb.com 4) Save A Dollar Dad: Free printable coupons and a variety of freebies,deals etc. http://www.saveadollardad.com 5) Dirty South Mafia: Southern Conservatives Exposing Liberal Truth http://www.dirtysouthmafia.com 6) The Shops At Fremaux Ave: The latest news on whats new on Fremaux Ave in Slidell Louisiana http://www.theshopsatfremauxave.com",
"", "Technische Universiteit Delft", "Master of Science (MSc)", "Civil Engineering - Watermanagement", "damienaallen", "", "e", "",
"", "University of Colorado at Boulder", "BS", "Environmental Engineering", "damienaallen", "", "e", "",
"2014-01-26", "JobScore", "CEO & Co-Founder", "Privately Held; 1-10 employees; Computer Software industry", "danarkind", "2007-01-01", "j", "Clients include: Branchout, Chartboost, IMVU, Mint, Modem Media (now Digitas), Odeo (pre-Twitter), Optimizely, RedBeacon, Sharethrough, Shopittome, Tagged, Tapulous, Taulia, Twilio & 4INFO Mentor at the Founder Institute in Silicon Valley since Spring 2011.",
"2014-01-26", "Indico Group", "Recruitment Consultant & Coach, Startup Advisor", "", "danarkind", "2003-03-01", "j", "STIRR connected entrepreneurs with peers, press, investors and the ecosystem they needed in their first 6-24 months of operations. Though hard to imagine now, we started running networking events for entrepreneurs because there weren't any good ones at the time.",
"2009-04-01", "The STIRR Network", "Co-Founder", "Privately Held; 1-10 employees; Internet industry", "danarkind", "2006-03-01", "j", "ForwardHire was a new venture started by OTEC alumni to deliver fixed time, fixed cost recruitment solutions. This business model is now commonly known as RPO or "Recruitment Process Outsourcing"",
"2003-02-01", "ForwardHire", "Director & Co-Founder", "", "danarkind", "2001-11-01", "j", "OTEC, Inc. was a contingency technology recruiting firm. Originally named RBL Ltd, OTEC was established in 1988 and was based in New York City. In 1996, OTEC funded and incubated HotJobs.com. Started firms "new media" recruiting practice in 1995, and co-founded the Silicon Valley office in 1997, building a desk with 7 associates and a $2M run-rate",
"", "Wesleyan University", "BA", "College of Social Studies", "danarkind", "", "e", "",
"", "Graded", "IB Diploma (high school)", "A-levels in Math, English & Latin American History", "danarkind", "", "e", "",
"2014-01-26", "Modis Direct Hire", "Direct Hire Development Manager", "Public Company; 10,001+ employees; Information Technology and Services industry", "dancolman1", "2012-07-01", "j", "Finding motivated and talented people open to new opportunities and matching them up with innovative, top-notch companies.",
"2012-07-01", "Apple", "Family Room Specialist", "Public Company; 10,001+ employees; AAPL; Consumer Electronics industry", "dancolman1", "2010-06-01", "j", "Family Room Specialist (5/2011-7/2012) Part of the Genius Bar team, diagnosing, troubleshooting and servicing customer's hardware and software needs. Educating individuals through hour-long One-to-One training sessions. Performing data-transfers from customers' old computers (Mac and PC) to their new computers. iCloud Expert - the go-to employee for iCloud troubleshooting. Specialist (6/2010 to 5/2011): Serviced diverse clientele, both consumer and business customers, investigating their needs, introducing them to the full line of Apple products in a language they understood, and providing an individualized solution suited to their needs. Recognized by management as consistent top performer, both in sales and customer service feedback (Net Promoter Scores). Educated groups through Workshop presentations.",
"2011-05-01", "NYSF", "Actor", "", "dancolman1", "2001", "j", "Performed in film, television, commercials, Off- Broadway and at Shakespeare Festivals in Central Park and across the country.",
"", "NYU - School of Continuing & Professional Studies", "MFA", "Business Technology", "dancolman1", "", "e", "",
"", "Yale School of Drama", "M.Litt.", "Acting", "dancolman1", "", "e", "",
"", "University of St. Andrews", "BA", "Shakespeare Studies", "dancolman1", "", "e", "",
"", "Emory University", "High School Diploma", "English & Theater Studies", "dancolman1", "", "e", "",
"", "Carnegie Mellon University", "B.S.", "Information and Decision Systems", "dangermike", "", "e", "",
"2014-01-26", "AVT Business School", "Founder & Board Member", "Educational Institution; 11-50 employees; Education Management industry", "danhoeyer", "2002", "j", "AVT Business School is a recognized and leading Scandinavian business school for professionals who aspire to make a greater impact and achieve the next level of success. Accredited by the Association of MBAs (AMBA - mbaworld.com), AVT is part of an exclusive group of high-quality institutions around the world. Jørgen Lindegaard and Dan Hoeyer each own a 50 percent share in the school.",
"", "Northwestern University - Kellogg School of Management", "Kellogg Executive Scholar", "Leadership and Management", "danhoeyer", "", "e", "",
"", "Tulane University - A.B. Freeman School of Business", "Advanced Master Certificate in Business Strategies", "Management", "danhoeyer", "", "e", "",
"", "Tulane University - A.B. Freeman School of Business", "Master Certificate in Business Marketing", "Marketing", "danhoeyer", "", "e", "",
"", "Nova Southeastern University", "Florida Supreme Court-Certified and Court-Appointed County Court Mediator", "Mediation", "danhoeyer", "", "e", "",
"", "Tulane University - A.B. Freeman School of Business", "Master Certificate in Business Management", "Management", "danhoeyer", "", "e", "",
"", "Harvard Business School", "Art & Craft of Discussion Leadership", "Leadership", "danhoeyer", "", "e", "",
"", "Harvard Business School", "Art & Craft of Case Writing", "Leadership", "danhoeyer", "", "e", "",
"", "Tulane University - A.B. Freeman School of Business", "Advanced MBA Certificate", "Management", "danhoeyer", "", "e", "",
"2014-01-26", "Mindjet", "Leader, Client Development Team", "Privately Held; 201-500 employees; Computer Software industry", "danielconnolly", "2013-09-01", "j", "CDT has the mission of empowering the existing client base of over 200 enterprises with best practice and use cases that will allow them to accelerate their innovation on the SpigitEngage Mindjet platform.",
"2013-08-01", "spigit", "Senior Vice President, Americas", "Privately Held; 51-200 employees; Computer Software industry", "danielconnolly", "2011-03-01", "j", "Responsible for all spigit direct sales throughout the Americas. Dedicated to attracting and developing the most talented sales team in the industry, helping them transact business efficiently and ensuring they continue to build the pipeline while they do so.",
"2011-03-01", "Spigit", "Vice President", "Privately Held; 51-200 employees; Computer Software industry", "danielconnolly", "2009-11-01", "j", "Spigit is a purpose built social networking tool used by leading companies to connect their employees, customers and business partners for idea and innovation discovery. As a member of the management team, my general management focus is on building out our U.S. east presence.",
"2009-11-01", "ODIN technologies", "Senior VP of WW Sales", "Privately Held; 51-200 employees; Information Technology and Services industry", "danielconnolly", "2007-12-01", "j", "ODIN is a world-wide RFID solution company provider headquartered outside of Washington, DC with offices in Budapest, HU, Dublin, IRL. As SVP of sales, my focus was on customers in each of the core verticals of Federal, Aerospace, Financial Services and Healthcare.",
"2008-01-01", "Nortel", "Director", "Public Company; 201-500 employees; NRTLQ; Telecommunications industry", "danielconnolly", "1993-04-01", "j", "A business school project that made the leap to reality. From the writing of the business plan, the funding hunt and the operations of the business myself along with some B-school colleagues worked long days to fit it all in. It was an unforgetable experience that took off like a rocket and landed like one too.",
"", "St. Mary's College of California", "MBA", "Government and Science and Technology", "danielconnolly", "", "e", "",
"", "Capitol College", "M.S.", "Information Assurance", "danielewood", "", "e", "",
"", "Naval Postgraduate School", "MS", "Center for Homeland Defense and Security", "danielewood", "", "e", "",
"", "George Mason University", "Bachelor of Science (B.S.)", "Computer Forensics", "danielewood", "", "e", "",
"2014-01-26", "SolutionsIQ", "Synergist", "Privately Held; 201-500 employees; Information Technology and Services industry", "danielgullo", "2012-08-01", "j", "• Helping clients work through their challenges so that they can achieve the goals set forth by their agenda. • Much of the time, this includes coaching and training with Agile practices from a systems perspective. • It also involves identifying the REAL problems they are trying to solve.",
"2014-01-26", "Agile Delaware", "Founder, Synergist", "", "danielgullo", "2011-09-01", "j", "Local area Agile group that includes Wilmington Agile Leadership Network, Wilmington Scrum User's Group, and various other Agile Group Affiliations for Wilmington and all of Delaware.",
"2014-01-26", "Scrum Alliance", "CSC, CST, Servant", "Nonprofit; 1-10 employees; Nonprofit Organization Management industry", "danielgullo", "2007-10-01", "j", "• Certified Scrum Coach (CSC) Review Team • Submission Reviewer - Scrum Gathering New Orleans (SGNOLA) • Provisional Training Approval Committee (PTAC) • Submission Reviewer - Scrum Gathering New Orleans (SGNOLA) • Coaches' Clinic Facilitator - Scrum Gathering Paris (SGCDG) • Trainer Approval Committee (TAC) - Scrum Gathering Paris (SGCDG) • Session Speaker - Scrum Gathering Paris (SGCDG) • Submission Reviewer - Scrum Gathering Paris (SGCDG) • Keynote Speaker - Scrum Gathering Beijing / Shanghai • Conference Chair - Scrum Gathering Las Vegas (SGLAS) • CST/CSC Retreat Facilitator - Scrum Gathering Barcelona (SGBCN) • Coaches' Clinic Volunteer - Scrum Gathering Barcelona (SGBCN) • Scrum Gathering Volunteer - Scrum Gathering Barcelona (SGBCN) • Submission Reviewer - Scrum Gathering Barcelona (SGBCN) • Session Speaker - Scrum Gathering Atlanta (SGATL) • Coaches' Clinic Volunteer - Scrum Gathering Atlanta (SGATL) • Volunteer - Scrum Gathering Atlanta (SGATL) • Submission Reviewer - Scrum Gathering Atlanta (SGATL) • CSP Application Reviewer (2009-2012)",
"2014-01-26", "Agile Alliance", "Servant", "", "danielgullo", "2007-10-01", "j", "• Conference Submission Reviewer (Agile 2014) • Conference Speaker (Agile 2012) • Coaches' Clinic Volunteer (Agile 2012) • Conference Volunteer (Agile 2012) • Conference Submission Reviewer (Agile 2012)",
"2014-01-26", "Trinacria Consulting", "Owner/Principal", "Public Company; 1-10 employees; Information Technology and Services industry", "danielgullo", "1985", "j", "• Agile Training and Coaching • Conversation Enabler • Transformational Leadership • Strategic Solutions Provider • Continuous Improvement Advocate • Customer Delight Guru",
"2014-01-26", "Food+Tech Connect", "Founder & CEO", "Sole Proprietorship; 1-10 employees; Online Media industry", "daniellegould", "2010", "j", "Food+Tech Connect a media company connecting food and technology innovators with the information and people they need to transform the food industry.",
"2014-01-26", "Honest Buildings", "User Experience Designer", "Privately Held; 11-50 employees; Real Estate industry", "danikalanders", "2013-09-01", "j", "Consulting work for large and small companies",
"2014-01-26", "DanikaLand", "UX / UI Designer", "Sole Proprietorship; Myself Only; Design industry", "danikalanders", "2008-08-01", "j", "I was a teacher's assistant for the pilot course of the User Experience Design Immersive class. The class was 8 weeks long and was held from 9-5 5 days a week. To prepare for the course, as part of the instructional staff, we met up a few weeks before and started to plan out the whole structure of the course. Everything from what a day to day would look like to what our grading system would entail. I put a few lectures together including the interaction design section. I hosted informal lectures on software programs including OmniGraffle, Photoshop and even Hype (which I ended up teaching myself in 2 days to then teach to 21 students!). Overall, it was an amazing experience. It was challenging, lots of work, but I came out of it with an even better understanding of user experience and most of all, with some fantastic friends!",
"2013-09-01", "General Assemb.ly", "UX Designer in Residence", "Educational Institution; 51-200 employees; Education Management industry", "danikalanders", "2013-05-01", "j", "Sonic Notify is a fast growing technology company which uses audio waves to send data from device to device. Our clients are businesses with all kinds of needs. Some use our technology as an advertising tool, others use it simply to acquire metrics on their users. My job is to provide a good user experience to our clients. There is a TON of data that we are providing so the goal is to organize that in a way that does not overwhelm the user but enhances their experience.",
"2013-04-01", "Sonic Notify", "UX and UI Design Lead", "Privately Held; 11-50 employees; Computer Software industry", "danikalanders", "2012-07-01", "j", "A product focused on learning about users' flavor profiles and then giving them relavent information in the the right context all revolving around food. From eating out to cooking at home. I was part of a small team where we created 2 iPhone apps and a complex working site. We pivoted from the initial mission statement halfway in and I then created a large web prototype.",
"2012-08-01", "Flavorize", "Co-Founder and Design Lead", "Privately Held; 1-10 employees; Internet industry", "danikalanders", "2011-01-01", "j", "Worked on several internal Android projects for Creative Lab. Worked directly with a number of engineers, product managers and UI designers. Great teams and cool projects.",
"2011-08-01", "Google", "Freelance UX Designer", "Public Company; 10,001+ employees; GOOG; Internet industry", "danikalanders", "2011-05-01", "j", "A digital agency I founded with Jonathan Glanz. We started it since there was so much demand for mobile app development and we were right in the heart of it with working on our own product (SitOrSquat) while teaming up with Charmin to promote them into our app (before we sold it to them in 2010). I lead the design team while working closely with the developers as well to assure there was a steam lined approach to the process in making mobile apps and dynamic websites. Some notable products we created were: MateMate (matemate.com iPhone app) An internal product which redesigned the way people look at public transportation apps throughout a number of large US cities. At the time, there weren't a ton of beautifully designed options. We decided to make our own. It received a ton of traction. Personally, I still use the NYC Mate app to this day as my primary NYC subway app. Pampers My Baby Registry (pampersmybabyregistry.com, iPhone app, Blackberry app, Facebook app) Lead a team of designers to flush out a large scale project for Pampers in an extremely tight deadline. Head and Shoulders Polamalooza (iPhone App) A football trivia game iPhone app I designed in less than a week that hit the top charts at it’s launch. CBA An enterprise android app as well as a CMS for a large delivery company based in New Jersey. The android app was used by all the drivers in their cars as a tool to help navigate them through their delivery route. At the company headquarters, they would track all their drivers in real time on computer screens as well as large monitors using the CMS I designed.",
"2011", "Densebrain", "Co-Founder, UX and UI Design Lead", "Privately Held; 1-10 employees; Computer Software industry", "danikalanders", "2008-08-01", "j", "Find a public restroom anywhere in the world. I created SitOrSquat as a side project for fun. It was something I personally wanted so I figured I'm going to make it happen. As I pitched the idea to developers, I kept working on the project and accumulating data (public bathrooms). When I found my tech guy, things moved super fast from there. We created a dynamic site which allowed users to access information (again, public bathrooms) as well as upload new information. We quickly got an iPhone app into the store when the app store was still at it's infancy. The BlackBerry App and WAP text messaging service quickly followed as well as providing a White Label solution. All this was done in a 2 person designer/developer team. I managed to do most of the initial work in my off hours while still at my full time job. The success and my excitement of this product convinced me to leave the print world altogether and get 100% immersed into digital. To throw out a few statistics: We accumulated 20,000 users in less than the first month. Upon selling the product to Proctor & Gamble (to the Charmin Brand) in 2010, we had accumulated over 100,000 user generated bathrooms worldwide and had reached 2 million downloads in the App stores.",
"2010-07-01", "SitOrSquat", "Founder, UX/UI Designer", "", "danikalanders", "2008-03-01", "j", "Brought on as a consultant to work on brands including: Exxon Mobile, GM and American Express",
"2009", "MRM Worldwide", "Interaction Designer", "Public Company; 1001-5000 employees; IPG; Marketing and Advertising industry", "danikalanders", "2009", "j", "Graphic Design and Advertising for everything movie theater related - package design - print material including DM, posters, sales meeting material - web design - power point design",
"2008-12-01", "National CineMedia", "Art Director", "Public Company; 501-1000 employees; NCMI; Marketing and Advertising industry", "danikalanders", "2007-04-01", "j", "The clients I worked on included Buitoni, Lancome, Ambien CR and Midori Liqueur (owned by Suntori and part of Allied Demeq). I was part of teams that created full on start to finish advertising campaigns including re-branding, web + TV campaigns, POS, POP, DM.",
"2007", "G2", "Freelance Designer", "", "danikalanders", "2007", "j", "• print ad concepting + execution • tv ad concepting + execution • skills I used for the job included: Adobe Photoshop, Adobe Ilustrator, Quark XPress, After Effects",
"2006", "G2 NY", "Art Director/Designer", "", "danikalanders", "2006", "j", "This was a part time designer position as I was a full time communication design student at Parsons School of Design. Job included: • design window displays • gym signage • company invitations • postcard designs",
"2006-03-01", "Publicis", "Art Director", "Public Company; 1001-5000 employees; PUB; Marketing and Advertising industry", "danikalanders", "2005-03-01", "j", "• Textile design for childrens clothing and accessories.",
"2005-03-01", "Manhattan Marketing Ensemble", "Jr. Art Director", "", "danikalanders", "2004-03-01", "j", "• textile design for Playboy clothing • mood boards • concepting for new season",
"2004-02-01", "Crunch", "Designer", "Privately Held; 1001-5000 employees; Health, Wellness and Fitness industry", "danikalanders", "2003-09-01", "j", "Web Design + Research",
"", "General Assembly", "Continuing Education", "User Experience Design", "danikalanders", "", "e", "",
"", "School of Visual Arts", "Continuing Education", "Silkscreen", "danikalanders", "", "e", "",
"", "School of Visual Arts", "Bachelor of Fine Arts", "HTML", "danikalanders", "", "e", "",
"2014-01-26", "Tech Data Corporation", "Vice President, Global Enterprise Architecture & IT Security", "Public Company; 5001-10,000 employees; TECD; Information Technology and Services industry", "danlasher", "2011-04-01", "j", "Architecture: Work with business and technology stakeholders help to set technology vision, direction and strategic objectives that ensure that product strategies are designed, built and deployed using technology best practices while ensuring the best possible customer experience. Acts as the architectural evangelist, socializing and marketing the benefits of key architectural initiatives to senior leaders throughout the organization defining and driving common architectural standards across the organization. Creates a long-term strategy prioritization plan for shared architecture development across the organization. Drives programs that support increasing the organizations capacity for innovation. Is the Chief Architect and leader for enterprise architects, who institutes policy, program, and standards to ensure IT development and deployment is done within the context of industry best practices. Conducts architecture reviews of strategic projects and provides consultative assistance throughout the lifecycle development from conceptualization to deployment. Ensures systems are scalable, fault tolerant, extensible, have optimal performance, are secure, portable, supportable, sustainable, adhere to our long term strategy and adhere to architectural principles. IT Security: Oversees the Global IT Security organization which is comprised of operational functions, Identity and Access Management and Infosec. The security focus is business enablement of Tech Data's diverisification strategy. SOX Compliance, GCC controls and adherance to local and industry regulations is a key focus for the security organization as well as safeguarding data and intellectual assets of the organization and our vendor partners.",
"2014-01-26", "LiveWire Films LLC", "Creative Director | Owner", "Self-Employed; 1-10 employees; Media Production industry", "danrollins", "2009-01-01", "j", "We specialize in strategic video solutions for businesses & non-profits. This includes full service video production, professional video hosting and video SEO. We work with our clients from script to screen to move from imagination to realization. We do this by providing professional scriptwriting, video production, animation and professional voiceover to deliver results to meet our clients objectives. We make video built for your organization.",
"2013-06-01", "@CrossingThe180", "Podcast Producer", "", "danrollins", "2012-01-01", "j", "Co-producer of "Crossing the 180: The Filmmakers Podcast that Breaks the Rules"",
"2012-02-01", "Prime Therapeutics", "Senior Learning Consultant", "Privately Held; 1001-5000 employees; Insurance industry", "danrollins", "2011-05-01", "j", "eLearning development, video producer & learning technology specialist.",
"2011-05-01", "Allianz Life", "Senior Instructional Designer", "Public Company; 1001-5000 employees; AZ; Insurance industry", "danrollins", "2005", "j", "Development of eLearning and classroom learning programs and video production specialist.",
"", "The Talent Center", "Certificate", "Voice-over", "danrollins", "", "e", "",
"2014-01-26", "Disabled Sports USA", "Development & Social Media", "Nonprofit; 11-50 employees; Health, Wellness and Fitness industry", "davesimonson", "2010-11-01", "j", "Provided operations and human resources services to employees in the areas of employee/labor relations, recruitment, career management, talent management, compensation, job classification, and payroll. Responsible for the development and communication of Cancer Center policies and all employee communications. Supervised five full-time employees. Facilitated and participated in planning efforts with senior executives, including the Director. Provided coaching to managers on strategic planning, organizational design and talent management issues, requiring tact and discretion. Represented Moores Cancer Center at various meetings and events. Developed and delivered training to managers and employees. Led the development, design and implementation of web-based talent management systems. Selected as finalist for San Diego Business Journal 2009 Champion award.",
"2010-06-01", "UC San Diego Cancer Center", "Director of Operations and Human Resources", "Educational Institution; 5001-10,000 employees; Hospital & Health Care industry", "davesimonson", "2006-08-01", "j", "Responsible for the management of company-wide development programs and employee communications initiatives. Supervised five full-time staff. Designed and implemented Toyota's executive development and succession planning systems. Provided career management programs, resources and training to employees. Responsible for key management training programs and all diversity initiatives. Developed and managed Toyota’s evaluation system and orientation for newly hired employees. Responsible for the design and management of the HR website and company-wide newsletter. Provided coaching and counseling to managers and staff. Evaluated and reported key workforce performance metrics, including retention, recruitment and workforce projections. Designed, analyzed and reported results of Toyota’s employee opinion survey. Numerous projects presented as best practice at Conference Board, Social Venture Network and other national organizations.",
"2005-06-01", "Toyota Motor Sales", "National Organizational Development Manager", "Public Company; 10,001+ employees; TM; Automotive industry", "davesimonson", "1999-06-01", "j", "Worked with Toyota senior management in setting U.S. business priorities, implementing corporate strategies and allocating budget. Designed and launched Toyota s annual Global Executive Development Program at Wharton, attended by Toyota senior management worldwide. Gained approval for new, corporate-wide talent management and succession planning systems. Conducted analyses of competitors, business trends and the economy, recommending strategies to TMS executives. Conducted statistical research using regression and multivariate methods to evaluate changing market and consumer segmentations. Led research team of managers from 10 different corporate functions in the analysis of new retail competitors.",
